Source.colony,Expt.colony,Indv.ID,Weeks.since,Trt,Obs,Pre.Mass,Mass.change,Percent.mass.change,Pre.boldness,Post.boldness,Post.within.var
UPP-A7,UPP-A7_2_control,C_78,2,Control,2,0.0766,0.009,0.117493473,600,100.26,69604.1378
UPP-A7,UPP-A7_2_control,C_78,2,Control,3,0.0766,0.009,0.117493473,600,600,69604.1378
UPP-A7,UPP-A7_2_control,C_78,2,Control,4,0.0766,0.009,0.117493473,191.54,600,69604.1378
UPP-A7,UPP-A7_2_control,C_78,2,Control,5,0.0766,0.009,0.117493473,600,600,69604.1378
UPP-A7,UPP-A7_3_control,C_118,3,Control,1,0.1494,0.018,0.120481928,276.03,282.85,5942.73268
UPP-A7,UPP-A7_3_control,C_118,3,Control,2,0.1494,0.018,0.120481928,600,314.25,5942.73268
UPP-A7,UPP-A7_3_control,C_118,3,Control,3,0.1494,0.018,0.120481928,184.98,294.49,5942.73268
UPP-A7,UPP-A7_3_control,C_118,3,Control,4,0.1494,0.018,0.120481928,124.78,262.23,5942.73268
UPP-A7,UPP-A7_3_control,C_118,3,Control,5,0.1494,0.018,0.120481928,258.63,455.6,5942.73268
N10-C3,N10-C3_2_control,C_64,2,Control,1,0.041,0.005,0.12195122,33.28,600,61323.38258
N10-C3,N10-C3_2_control,C_64,2,Control,2,0.041,0.005,0.12195122,600,600,61323.38258
N10-C3,N10-C3_2_control,C_64,2,Control,3,0.041,0.005,0.12195122,91.91,600,61323.38258
N10-C3,N10-C3_2_control,C_64,2,Control,4,0.041,0.005,0.12195122,590.41,46.27,61323.38258
N10-C3,N10-C3_2_control,C_64,2,Control,5,0.041,0.005,0.12195122,14.59,600,61323.38258
UPP-B77,UPP-B77_3_control,C_129,3,Control,1,0.0978,0.012,0.122699387,89.87,47.65,653.42335
UPP-B77,UPP-B77_3_control,C_129,3,Control,2,0.0978,0.012,0.122699387,51.75,31.44,653.42335
UPP-B77,UPP-B77_3_control,C_129,3,Control,3,0.0978,0.012,0.122699387,81.04,80.66,653.42335
UPP-B77,UPP-B77_3_control,C_129,3,Control,4,0.0978,0.012,0.122699387,129.36,12.34,653.42335
UPP-B77,UPP-B77_3_control,C_129,3,Control,5,0.0978,0.012,0.122699387,100.62,54.21,653.42335
UPP-B77,UPP-B77_3,M_3_44,3,Mixed,1,0.0444,0.0055,0.123873874,264.59,600,44421.52203
UPP-B77,UPP-B77_3,M_3_44,3,Mixed,2,0.0444,0.0055,0.123873874,600,143.37,44421.52203
UPP-B77,UPP-B77_3,M_3_44,3,Mixed,3,0.0444,0.0055,0.123873874,583.78,219.69,44421.52203
UPP-B77,UPP-B77_3,M_3_44,3,Mixed,4,0.0444,0.0055,0.123873874,237.22,157.12,44421.52203
UPP-B77,UPP-B77_3,M_3_44,3,Mixed,5,0.0444,0.0055,0.123873874,600,62.44,44421.52203
KAL-AA1,KAL-AA1_2,M_2_5,2,Mixed,1,0.0968,0.012,0.123966942,600,277.53,61014.09395
KAL-AA1,KAL-AA1_2,M_2_5,2,Mixed,2,0.0968,0.012,0.123966942,484.06,419.38,61014.09395
KAL-AA1,KAL-AA1_2,M_2_5,2,Mixed,3,0.0968,0.012,0.123966942,291.44,143.37,61014.09395
KAL-AA1,KAL-AA1_2,M_2_5,2,Mixed,4,0.0968,0.012,0.123966942,72.19,600,61014.09395
KAL-AA1,KAL-AA1_2,M_2_5,2,Mixed,5,0.0968,0.012,0.123966942,137.41,583.78,61014.09395
UPP-A7,UPP-A7_2_control,C_77,2,Control,1,0.0778,0.01,0.128534704,600,599.21,30547.15532
UPP-A7,UPP-A7_2_control,C_77,2,Control,2,0.0778,0.01,0.128534704,600,259.94,30547.15532
UPP-A7,UPP-A7_2_control,C_77,2,Control,3,0.0778,0.01,0.128534704,298.59,332.24,30547.15532
UPP-A7,UPP-A7_2_control,C_77,2,Control,4,0.0778,0.01,0.128534704,191.54,262.6,30547.15532
UPP-A7,UPP-A7_2_control,C_77,2,Control,5,0.0778,0.01,0.128534704,600,600,30547.15532
KAL-B3,KAL-B3_2_control,C_61,2,Control,1,0.0707,0.01,0.141442716,600,76.09,57995.99522
KAL-B3,KAL-B3_2_control,C_61,2,Control,2,0.0707,0.01,0.141442716,600,288.32,57995.99522
KAL-B3,KAL-B3_2_control,C_61,2,Control,3,0.0707,0.01,0.141442716,600,600,57995.99522
KAL-B3,KAL-B3_2_control,C_61,2,Control,4,0.0707,0.01,0.141442716,600,600,57995.99522
KAL-B3,KAL-B3_2_control,C_61,2,Control,5,0.0707,0.01,0.141442716,127.25,600,57995.99522
UPP-A7,UPP-A7_1_control,C_36,1,Control,1,0.105,0.015,0.142857143,571.47,406.84,17064.35043
UPP-A7,UPP-A7_1_control,C_36,1,Control,2,0.105,0.015,0.142857143,482.81,266.94,17064.35043
UPP-A7,UPP-A7_1_control,C_36,1,Control,3,0.105,0.015,0.142857143,600,600,17064.35043
UPP-A7,UPP-A7_1_control,C_36,1,Control,4,0.105,0.015,0.142857143,282.85,402.31,17064.35043
UPP-A7,UPP-A7_1_control,C_36,1,Control,5,0.105,0.015,0.142857143,414.25,541.23,17064.35043
UPP-B77,UPP-B77_2_control,C_89,2,Control,1,0.1352,0.02,0.147928994,95.43,600,77262.79403
UPP-B77,UPP-B77_2_control,C_89,2,Control,2,0.1352,0.02,0.147928994,377.9,600,77262.79403
UPP-B77,UPP-B77_2_control,C_89,2,Control,3,0.1352,0.02,0.147928994,103.91,48.85,77262.79403
UPP-B77,UPP-B77_2_control,C_89,2,Control,4,0.1352,0.02,0.147928994,467.76,143.57,77262.79403
UPP-B77,UPP-B77_2_control,C_89,2,Control,5,0.1352,0.02,0.147928994,214.03,600,77262.79403
UPP-A10,UPP-A10_4,M_4_25,4,Mixed,1,0.0781,0.012,0.153649168,403.03,31.72,306.94953
UPP-A10,UPP-A10_4,M_4_25,4,Mixed,2,0.0781,0.012,0.153649168,234.66,76.66,306.94953
UPP-A10,UPP-A10_4,M_4_25,4,Mixed,3,0.0781,0.012,0.153649168,554.88,42.13,306.94953
UPP-A10,UPP-A10_4,M_4_25,4,Mixed,4,0.0781,0.012,0.153649168,31.72,39.53,306.94953
UPP-A10,UPP-A10_4,M_4_25,4,Mixed,5,0.0781,0.012,0.153649168,76.66,54.23,306.94953
N10-C3,N10-C3_2_control,C_66,2,Control,1,0.0446,0.007,0.156950673,600,600,41702.19138
N10-C3,N10-C3_2_control,C_66,2,Control,2,0.0446,0.007,0.156950673,418.19,143.37,41702.19138
N10-C3,N10-C3_2_control,C_66,2,Control,3,0.0446,0.007,0.156950673,261.5,600,41702.19138
N10-C3,N10-C3_2_control,C_66,2,Control,4,0.0446,0.007,0.156950673,323.09,600,41702.19138
N10-C3,N10-C3_2_control,C_66,2,Control,5,0.0446,0.007,0.156950673,174.21,600,41702.19138
KAL-B3,KAL-B3_4_control,C_144,4,Control,1,0.074,0.012,0.162162162,21.25,13.21,5067.21378
KAL-B3,KAL-B3_4_control,C_144,4,Control,2,0.074,0.012,0.162162162,76.63,24.51,5067.21378
KAL-B3,KAL-B3_4_control,C_144,4,Control,3,0.074,0.012,0.162162162,3.06,180.06,5067.21378
KAL-B3,KAL-B3_4_control,C_144,4,Control,4,0.074,0.012,0.162162162,174.06,78.21,5067.21378
KAL-B3,KAL-B3_4_control,C_144,4,Control,5,0.074,0.012,0.162162162,1.79,14.23,5067.21378
UPP-A8,UPP-A8_2_control,C_81,2,Control,1,0.0562,0.01,0.177935943,180.44,299.23,39762.47827
UPP-A8,UPP-A8_2_control,C_81,2,Control,2,0.0562,0.01,0.177935943,219.76,402.64,39762.47827
UPP-A8,UPP-A8_2_control,C_81,2,Control,3,0.0562,0.01,0.177935943,335.09,600,39762.47827
UPP-A8,UPP-A8_2_control,C_81,2,Control,4,0.0562,0.01,0.177935943,212.22,266.54,39762.47827
UPP-A8,UPP-A8_2_control,C_81,2,Control,5,0.0562,0.01,0.177935943,344.98,54.23,39762.47827
UPP-A7,UPP-A7_2_control,C_76,2,Control,1,0.0553,0.01,0.180831826,600,237.4,37314.4346
UPP-A7,UPP-A7_2_control,C_76,2,Control,2,0.0553,0.01,0.180831826,600,357.55,37314.4346
UPP-A7,UPP-A7_2_control,C_76,2,Control,3,0.0553,0.01,0.180831826,94.72,32.88,37314.4346
UPP-A7,UPP-A7_2_control,C_76,2,Control,4,0.0553,0.01,0.180831826,570.93,40.78,37314.4346
UPP-A7,UPP-A7_2_control,C_76,2,Control,5,0.0553,0.01,0.180831826,210.53,471.44,37314.4346
N10-C3,N10-C3_3_control,C_109,3,Control,1,0.066,0.012,0.181818182,600,600,14257.8
N10-C3,N10-C3_3_control,C_109,3,Control,2,0.066,0.012,0.181818182,66.13,600,14257.8
N10-C3,N10-C3_3_control,C_109,3,Control,3,0.066,0.012,0.181818182,119.62,600,14257.8
N10-C3,N10-C3_3_control,C_109,3,Control,4,0.066,0.012,0.181818182,266.19,333,14257.8
N10-C3,N10-C3_3_control,C_109,3,Control,5,0.066,0.012,0.181818182,416.06,600,14257.8
KAL-B3,KAL-B3_1,M_1_14,1,Mixed,1,0.0648,0.012,0.185185185,600,91.88,64325.01888
KAL-B3,KAL-B3_1,M_1_14,1,Mixed,2,0.0648,0.012,0.185185185,600,600,64325.01888
KAL-B3,KAL-B3_1,M_1_14,1,Mixed,3,0.0648,0.012,0.185185185,369.63,283.38,64325.01888
KAL-B3,KAL-B3_1,M_1_14,1,Mixed,4,0.0648,0.012,0.185185185,600,600,64325.01888
KAL-B3,KAL-B3_1,M_1_14,1,Mixed,5,0.0648,0.012,0.185185185,279.07,32.88,64325.01888
UPP-B77,UPP-B77_3,M_3_43,3,Mixed,1,0.0637,0.012,0.188383046,600,237.4,51123.88687
UPP-B77,UPP-B77_3,M_3_43,3,Mixed,2,0.0637,0.012,0.188383046,600,357.55,51123.88687
UPP-B77,UPP-B77_3,M_3_43,3,Mixed,3,0.0637,0.012,0.188383046,275.91,151.28,51123.88687
UPP-B77,UPP-B77_3,M_3_43,3,Mixed,4,0.0637,0.012,0.188383046,309.92,0.23,51123.88687
UPP-B77,UPP-B77_3,M_3_43,3,Mixed,5,0.0637,0.012,0.188383046,194.19,600,51123.88687
KAL-AA1,KAL-AA1_4,M_4_7,4,Mixed,1,0.0897,0.017,0.189520624,600,598.62,0.38088
KAL-AA1,KAL-AA1_4,M_4_7,4,Mixed,2,0.0897,0.017,0.189520624,209.16,600,0.38088
KAL-AA1,KAL-AA1_4,M_4_7,4,Mixed,3,0.0897,0.017,0.189520624,151.38,600,0.38088
KAL-AA1,KAL-AA1_4,M_4_7,4,Mixed,4,0.0897,0.017,0.189520624,55.28,600,0.38088
KAL-AA1,KAL-AA1_4,M_4_7,4,Mixed,5,0.0897,0.017,0.189520624,600,600,0.38088
UPP-B77,UPP-B77_4,M_4_43,4,Mixed,1,0.0619,0.012,0.193861066,600,594.72,1392.04373
UPP-B77,UPP-B77_4,M_4_43,4,Mixed,2,0.0619,0.012,0.193861066,600,570.93,1392.04373
UPP-B77,UPP-B77_4,M_4_43,4,Mixed,3,0.0619,0.012,0.193861066,600,499.87,1392.04373
UPP-B77,UPP-B77_4,M_4_43,4,Mixed,4,0.0619,0.012,0.193861066,94.72,525.48,1392.04373
UPP-B77,UPP-B77_4,M_4_43,4,Mixed,5,0.0619,0.012,0.193861066,570.93,541.02,1392.04373
N10-C3,N10-C3_2_control,C_67,2,Control,1,0.0665,0.013,0.195488722,600,260.08,4221.29528
N10-C3,N10-C3_2_control,C_67,2,Control,2,0.0665,0.013,0.195488722,107.28,414.28,4221.29528
N10-C3,N10-C3_2_control,C_67,2,Control,3,0.0665,0.013,0.195488722,518.31,299.44,4221.29528
N10-C3,N10-C3_2_control,C_67,2,Control,4,0.0665,0.013,0.195488722,600,251.38,4221.29528
N10-C3,N10-C3_2_control,C_67,2,Control,5,0.0665,0.013,0.195488722,600,300.6,4221.29528
UPP-A7,UPP-A7_3_control,C_121,3,Control,1,0.0707,0.014,0.198019802,600,408.56,152.0224
UPP-A7,UPP-A7_3_control,C_121,3,Control,2,0.0707,0.014,0.198019802,600,415.38,152.0224
UPP-A7,UPP-A7_3_control,C_121,3,Control,3,0.0707,0.014,0.198019802,600,405.88,152.0224
UPP-A7,UPP-A7_3_control,C_121,3,Control,4,0.0707,0.014,0.198019802,24.56,385.84,152.0224
UPP-A7,UPP-A7_3_control,C_121,3,Control,5,0.0707,0.014,0.198019802,530.35,391.44,152.0224
UPP-A10,UPP-A10_3_control,C_111,3,Control,1,0.0532,0.011,0.206766917,114.04,211.66,12328.07148
UPP-A10,UPP-A10_3_control,C_111,3,Control,2,0.0532,0.011,0.206766917,188.09,297.34,12328.07148
UPP-A10,UPP-A10_3_control,C_111,3,Control,3,0.0532,0.011,0.206766917,74.13,429.13,12328.07148
UPP-A10,UPP-A10_3_control,C_111,3,Control,4,0.0532,0.011,0.206766917,210.05,150.94,12328.07148
UPP-A10,UPP-A10_3_control,C_111,3,Control,5,0.0532,0.011,0.206766917,152.72,356.56,12328.07148
KAL-1,KAL-1_4_control,C_135,4,Control,1,0.056,0.012,0.214285714,94.72,137.59,3087.18122
KAL-1,KAL-1_4_control,C_135,4,Control,2,0.056,0.012,0.214285714,570.93,100.26,3087.18122
KAL-1,KAL-1_4_control,C_135,4,Control,3,0.056,0.012,0.214285714,210.53,148.92,3087.18122
KAL-1,KAL-1_4_control,C_135,4,Control,4,0.056,0.012,0.214285714,191.54,231.44,3087.18122
KAL-1,KAL-1_4_control,C_135,4,Control,5,0.056,0.012,0.214285714,600,217.5,3087.18122
KAL-B3,KAL-B3_1_control,C_16,1,Control,1,0.0814,0.018,0.221130221,600,404.35,15829.72712
KAL-B3,KAL-B3_1_control,C_16,1,Control,2,0.0814,0.018,0.221130221,600,333,15829.72712
KAL-B3,KAL-B3_1_control,C_16,1,Control,3,0.0814,0.018,0.221130221,600,600,15829.72712
KAL-B3,KAL-B3_1_control,C_16,1,Control,4,0.0814,0.018,0.221130221,600,389.06,15829.72712
KAL-B3,KAL-B3_1_control,C_16,1,Control,5,0.0814,0.018,0.221130221,600,600,15829.72712
UPP-B77,UPP-B77_4_control,C_174,4,Control,1,0.0711,0.016,0.225035162,600,545.32,5018.45305
UPP-B77,UPP-B77_4_control,C_174,4,Control,2,0.0711,0.016,0.225035162,385.54,420.67,5018.45305
UPP-B77,UPP-B77_4_control,C_174,4,Control,3,0.0711,0.016,0.225035162,600,432.93,5018.45305
UPP-B77,UPP-B77_4_control,C_174,4,Control,4,0.0711,0.016,0.225035162,291.44,478.62,5018.45305
UPP-B77,UPP-B77_4_control,C_174,4,Control,5,0.0711,0.016,0.225035162,600,584.06,5018.45305
KAL-AA1,KAL-AA1_3,M_3_8,3,Mixed,1,0.0642,0.015,0.23364486,581.03,76,23020.87513
KAL-AA1,KAL-AA1_3,M_3_8,3,Mixed,2,0.0642,0.015,0.23364486,600,33.13,23020.87513
KAL-AA1,KAL-AA1_3,M_3_8,3,Mixed,3,0.0642,0.015,0.23364486,600,283.53,23020.87513
KAL-AA1,KAL-AA1_3,M_3_8,3,Mixed,4,0.0642,0.015,0.23364486,76,371.1,23020.87513
KAL-AA1,KAL-AA1_3,M_3_8,3,Mixed,5,0.0642,0.015,0.23364486,33.13,63.77,23020.87513
KAL-AA1,KAL-AA1_4_control,C_139,4,Control,1,0.0722,0.017,0.235457064,183.28,252.85,2482.72493
KAL-AA1,KAL-AA1_4_control,C_139,4,Control,2,0.0722,0.017,0.235457064,552.25,230.75,2482.72493
KAL-AA1,KAL-AA1_4_control,C_139,4,Control,3,0.0722,0.017,0.235457064,600,241.69,2482.72493
KAL-AA1,KAL-AA1_4_control,C_139,4,Control,4,0.0722,0.017,0.235457064,89.81,297.34,2482.72493
KAL-AA1,KAL-AA1_4_control,C_139,4,Control,5,0.0722,0.017,0.235457064,0,351.64,2482.72493
UPP-A10,UPP-A10_2_control,C_70,2,Control,1,0.0711,0.017,0.239099859,600,342.25,1822.21083
UPP-A10,UPP-A10_2_control,C_70,2,Control,2,0.0711,0.017,0.239099859,478.62,241.34,1822.21083
UPP-A10,UPP-A10_2_control,C_70,2,Control,3,0.0711,0.017,0.239099859,199.25,241.69,1822.21083
UPP-A10,UPP-A10_2_control,C_70,2,Control,4,0.0711,0.017,0.239099859,176.06,289.19,1822.21083
UPP-A10,UPP-A10_2_control,C_70,2,Control,5,0.0711,0.017,0.239099859,276.03,300.26,1822.21083
UPP-B77,UPP-B77_1_control,C_44,1,Control,1,0.0539,0.013,0.241187384,600,248.39,26812.79587
UPP-B77,UPP-B77_1_control,C_44,1,Control,2,0.0539,0.013,0.241187384,107.28,286.78,26812.79587
UPP-B77,UPP-B77_1_control,C_44,1,Control,3,0.0539,0.013,0.241187384,518.31,176.06,26812.79587
UPP-B77,UPP-B77_1_control,C_44,1,Control,4,0.0539,0.013,0.241187384,58.75,276.03,26812.79587
UPP-B77,UPP-B77_1_control,C_44,1,Control,5,0.0539,0.013,0.241187384,435.6,600,26812.79587
KAL-1,KAL-1_3_control,C_93,3,Control,1,0.0663,0.016,0.2413273,600,398.64,14857.2526
KAL-1,KAL-1_3_control,C_93,3,Control,2,0.0663,0.016,0.2413273,282.85,232.26,14857.2526
KAL-1,KAL-1_3_control,C_93,3,Control,3,0.0663,0.016,0.2413273,414.25,509.74,14857.2526
KAL-1,KAL-1_3_control,C_93,3,Control,4,0.0663,0.016,0.2413273,94.49,231.35,14857.2526
KAL-1,KAL-1_3_control,C_93,3,Control,5,0.0663,0.016,0.2413273,55.28,274.06,14857.2526
UPP-A10,UPP-A10_2_control,C_73,2,Control,1,0.0622,0.016,0.257234727,600,600,69919.71707
UPP-A10,UPP-A10_2_control,C_73,2,Control,2,0.0622,0.016,0.257234727,600,107.37,69919.71707
UPP-A10,UPP-A10_2_control,C_73,2,Control,3,0.0622,0.016,0.257234727,600,188.09,69919.71707
UPP-A10,UPP-A10_2_control,C_73,2,Control,4,0.0622,0.016,0.257234727,600,74.13,69919.71707
UPP-A10,UPP-A10_2_control,C_73,2,Control,5,0.0622,0.016,0.257234727,70.75,600,69919.71707
KAL-1,KAL-1_2_control,C_49,2,Control,1,0.0616,0.016,0.25974026,171.56,600,43126.51288
KAL-1,KAL-1_2_control,C_49,2,Control,2,0.0616,0.016,0.25974026,165.88,583.78,43126.51288
KAL-1,KAL-1_2_control,C_49,2,Control,3,0.0616,0.016,0.25974026,533.5,320.56,43126.51288
KAL-1,KAL-1_2_control,C_49,2,Control,4,0.0616,0.016,0.25974026,129.63,145.28,43126.51288
KAL-1,KAL-1_2_control,C_49,2,Control,5,0.0616,0.016,0.25974026,600,600,43126.51288
KAL-AA1,KAL-AA1_4_control,C_142,4,Control,1,0.0611,0.016,0.261865794,600,55.38,34081.20792
KAL-AA1,KAL-AA1_4_control,C_142,4,Control,2,0.0611,0.016,0.261865794,600,539.28,34081.20792
KAL-AA1,KAL-AA1_4_control,C_142,4,Control,3,0.0611,0.016,0.261865794,220.89,454.62,34081.20792
KAL-AA1,KAL-AA1_4_control,C_142,4,Control,4,0.0611,0.016,0.261865794,432.93,391.54,34081.20792
KAL-AA1,KAL-AA1_4_control,C_142,4,Control,5,0.0611,0.016,0.261865794,217.4,402.67,34081.20792
KAL-B3,KAL-B3_2_control,C_58,2,Control,1,0.055,0.015,0.272727273,57.44,477.52,6829.85862
KAL-B3,KAL-B3_2_control,C_58,2,Control,2,0.055,0.015,0.272727273,600,382.09,6829.85862
KAL-B3,KAL-B3_2_control,C_58,2,Control,3,0.055,0.015,0.272727273,600,406.81,6829.85862
KAL-B3,KAL-B3_2_control,C_58,2,Control,4,0.055,0.015,0.272727273,600,586.09,6829.85862
KAL-B3,KAL-B3_2_control,C_58,2,Control,5,0.055,0.015,0.272727273,600,410.05,6829.85862
KAL-B3,KAL-B3_4,M_4_14,4,Mixed,1,0.0548,0.015,0.273722628,600,463.77,1296.87828
KAL-B3,KAL-B3_4,M_4_14,4,Mixed,2,0.0548,0.015,0.273722628,600,441.23,1296.87828
KAL-B3,KAL-B3_4,M_4_14,4,Mixed,3,0.0548,0.015,0.273722628,600,420.89,1296.87828
KAL-B3,KAL-B3_4,M_4_14,4,Mixed,4,0.0548,0.015,0.273722628,178.41,369.81,1296.87828
KAL-B3,KAL-B3_4,M_4_14,4,Mixed,5,0.0548,0.015,0.273722628,68.57,402.63,1296.87828
UPP-A10,UPP-A10_1_control,C_29,1,Control,1,0.0619,0.017,0.274636511,257.48,600,3084.13448
UPP-A10,UPP-A10_1_control,C_29,1,Control,2,0.0619,0.017,0.274636511,600,600,3084.13448
UPP-A10,UPP-A10_1_control,C_29,1,Control,3,0.0619,0.017,0.274636511,393.03,600,3084.13448
UPP-A10,UPP-A10_1_control,C_29,1,Control,4,0.0619,0.017,0.274636511,600,600,3084.13448
UPP-A10,UPP-A10_1_control,C_29,1,Control,5,0.0619,0.017,0.274636511,600,475.82,3084.13448
N10-C3,N10-C3_2_control,C_65,2,Control,1,0.0513,0.015,0.292397661,600,449.44,35741.63412
N10-C3,N10-C3_2_control,C_65,2,Control,2,0.0513,0.015,0.292397661,210.73,600,35741.63412
N10-C3,N10-C3_2_control,C_65,2,Control,3,0.0513,0.015,0.292397661,113.47,297.34,35741.63412
N10-C3,N10-C3_2_control,C_65,2,Control,4,0.0513,0.015,0.292397661,312.17,429.13,35741.63412
N10-C3,N10-C3_2_control,C_65,2,Control,5,0.0513,0.015,0.292397661,99.31,96,35741.63412
UPP-B77,UPP-B77_4_control,C_171,4,Control,1,0.0545,0.016,0.293577982,38.56,135.66,6022.34172
UPP-B77,UPP-B77_4_control,C_171,4,Control,2,0.0545,0.016,0.293577982,78.29,109.93,6022.34172
UPP-B77,UPP-B77_4_control,C_171,4,Control,3,0.0545,0.016,0.293577982,309.92,305.1,6022.34172
UPP-B77,UPP-B77_4_control,C_171,4,Control,4,0.0545,0.016,0.293577982,313.9,229.54,6022.34172
UPP-B77,UPP-B77_4_control,C_171,4,Control,5,0.0545,0.016,0.293577982,383.75,199.56,6022.34172
KAL-AA1,KAL-AA1_4,M_4_8,4,Mixed,1,0.0539,0.016,0.296846011,171.75,600,97421.26338
KAL-AA1,KAL-AA1_4,M_4_8,4,Mixed,2,0.0539,0.016,0.296846011,184.65,600,97421.26338
KAL-AA1,KAL-AA1_4,M_4_8,4,Mixed,3,0.0539,0.016,0.296846011,214.94,0,97421.26338
KAL-AA1,KAL-AA1_4,M_4_8,4,Mixed,4,0.0539,0.016,0.296846011,600,0,97421.26338
KAL-AA1,KAL-AA1_4,M_4_8,4,Mixed,5,0.0539,0.016,0.296846011,600,107.37,97421.26338
N10-C3,N10-C3_3_control,C_108,3,Control,1,0.0403,0.012,0.297766749,181.81,366.13,12963.70517
N10-C3,N10-C3_3_control,C_108,3,Control,2,0.0403,0.012,0.297766749,547.47,119.62,12963.70517
N10-C3,N10-C3_3_control,C_108,3,Control,3,0.0403,0.012,0.297766749,231.44,266.19,12963.70517
N10-C3,N10-C3_3_control,C_108,3,Control,4,0.0403,0.012,0.297766749,280.66,400,12963.70517
N10-C3,N10-C3_3_control,C_108,3,Control,5,0.0403,0.012,0.297766749,166.75,361.97,12963.70517
N10-C3,N10-C3_4_control,C_154,4,Control,1,0.0437,0.014,0.320366133,600,600,47020.9802
N10-C3,N10-C3_4_control,C_154,4,Control,2,0.0437,0.014,0.320366133,531.81,600,47020.9802
N10-C3,N10-C3_4_control,C_154,4,Control,3,0.0437,0.014,0.320366133,600,143.37,47020.9802
N10-C3,N10-C3_4_control,C_154,4,Control,4,0.0437,0.014,0.320366133,180.06,600,47020.9802
N10-C3,N10-C3_4_control,C_154,4,Control,5,0.0437,0.014,0.320366133,524.15,286.78,47020.9802
UPP-A10,UPP-A10_4_control,C_157,4,Control,1,0.131,0.012,0.091603053,63.16,197.23,7366.38327
UPP-A10,UPP-A10_4_control,C_157,4,Control,2,0.131,0.012,0.091603053,70.38,229.6,7366.38327
UPP-A10,UPP-A10_4_control,C_157,4,Control,3,0.131,0.012,0.091603053,155.59,283.26,7366.38327
UPP-A10,UPP-A10_4_control,C_157,4,Control,4,0.131,0.012,0.091603053,600,55.23,7366.38327
UPP-A10,UPP-A10_4_control,C_157,4,Control,5,0.131,0.012,0.091603053,257.91,226.54,7366.38327
UPP-A10,UPP-A10_4,M_4_26,4,Mixed,1,0.0689,0.008,0.116110305,83,518.31,12735.38615
UPP-A10,UPP-A10_4,M_4_26,4,Mixed,2,0.0689,0.008,0.116110305,170.56,600,12735.38615
UPP-A10,UPP-A10_4,M_4_26,4,Mixed,3,0.0689,0.008,0.116110305,600,305.85,12735.38615
UPP-A10,UPP-A10_4,M_4_26,4,Mixed,4,0.0689,0.008,0.116110305,518.31,498.31,12735.38615
UPP-A10,UPP-A10_4,M_4_26,4,Mixed,5,0.0689,0.008,0.116110305,600,554.88,12735.38615
N10-C3,N10-C3_4,M_4_19,4,Mixed,1,0.0678,0.013,0.191740413,600,58.75,36702.67482
N10-C3,N10-C3_4,M_4_19,4,Mixed,2,0.0678,0.013,0.191740413,90.56,233.51,36702.67482
N10-C3,N10-C3_4,M_4_19,4,Mixed,3,0.0678,0.013,0.191740413,43.48,358.66,36702.67482
N10-C3,N10-C3_4,M_4_19,4,Mixed,4,0.0678,0.013,0.191740413,600,502.37,36702.67482
N10-C3,N10-C3_4,M_4_19,4,Mixed,5,0.0678,0.013,0.191740413,276.63,63.77,36702.67482
N10-C3,N10-C3_2,M_2_18,2,Mixed,1,0.0704,-0.01,-0.142045455,600,85.94,3749.71303
N10-C3,N10-C3_2,M_2_18,2,Mixed,2,0.0704,-0.01,-0.142045455,600,111.31,3749.71303
N10-C3,N10-C3_2,M_2_18,2,Mixed,3,0.0704,-0.01,-0.142045455,600,299.54,3749.71303
N10-C3,N10-C3_2,M_2_18,2,Mixed,4,0.0704,-0.01,-0.142045455,61.2,234.21,3749.71303
N10-C3,N10-C3_2,M_2_18,2,Mixed,5,0.0704,-0.01,-0.142045455,252.72,171.75,3749.71303
N10-C3,N10-C3_1,M_1_17,1,Mixed,1,0.0536,-0.005,-0.093283582,163.19,600,0
N10-C3,N10-C3_1,M_1_17,1,Mixed,2,0.0536,-0.005,-0.093283582,600,236.35,0
N10-C3,N10-C3_1,M_1_17,1,Mixed,3,0.0536,-0.005,-0.093283582,341.57,12.45,0
N10-C3,N10-C3_1,M_1_17,1,Mixed,4,0.0536,-0.005,-0.093283582,320.56,600,0
N10-C3,N10-C3_1,M_1_17,1,Mixed,5,0.0536,-0.005,-0.093283582,145.28,600,0
UPP-A8,UPP-A8_2,M_2_36,2,Mixed,1,0.0767,-0.005,-0.065189048,600,600,0
UPP-A8,UPP-A8_2,M_2_36,2,Mixed,2,0.0767,-0.005,-0.065189048,600,600,0
UPP-A8,UPP-A8_2,M_2_36,2,Mixed,3,0.0767,-0.005,-0.065189048,220.89,600,0
UPP-A8,UPP-A8_2,M_2_36,2,Mixed,4,0.0767,-0.005,-0.065189048,369.81,0,0
UPP-A8,UPP-A8_2,M_2_36,2,Mixed,5,0.0767,-0.005,-0.065189048,600,600,0
KAL-B3,KAL-B3_4_control,C_145,4,Control,1,0.0669,-0.003,-0.044843049,3.35,69.66,10273.87667
KAL-B3,KAL-B3_4_control,C_145,4,Control,2,0.0669,-0.003,-0.044843049,43.12,210.05,10273.87667
KAL-B3,KAL-B3_4_control,C_145,4,Control,3,0.0669,-0.003,-0.044843049,600,231.44,10273.87667
KAL-B3,KAL-B3_4_control,C_145,4,Control,4,0.0669,-0.003,-0.044843049,27.53,23,10273.87667
KAL-B3,KAL-B3_4_control,C_145,4,Control,5,0.0669,-0.003,-0.044843049,236.25,241.69,10273.87667
